Pics,MLS #,Status,SubArea,Address,Subdivision,LvngAreaSF,YrBlt,Beds,FBths,HBths,Property Type,List Price,Sold Price,Acres,# of Rooms,Total Other Area SqFt,Tax Rate,Tax Value,New Construction,Fireplace,Garage,Cumulative DOM,Days On Market,Closing Date,Sold Price/List Price,Geocode Quality,City,State
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2093626/0/60/45/aae98ac9549da85cd4fbbd53e5ef95ca/2/ebc1665941797e922e3cee8769b7460a/2093626.JPG,2093626,CLOSED,015/B,308 Pine Nut Lane,Scotts Mill,1555.0,1999,3,2,1,Detached,"$255,000","$248,500",0-.25 Acres,7,0.0,0.9805,"$248,742.00",No,1,1,14,14,12/15/2016,0.97,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2034933/0/60/45/6dd1e12e95d141f63732e55c242e30a1/2/f2eba89e1c411f3a49492617a7a380e1/2034933.JPG,2034933,CLOSED,015/C,1184 Boxcar Way,The Villages of Apex,1830.0,2016,3,2,1,Attached,"$248,585","$248,725",0-.25 Acres,7,0.0,1.0045,$0.00,Yes,0,2,97,97,9/9/2016,1.0,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2068905/0/60/45/967f7c88786663c2931bb60a7d9956a8/2/1bb99beab523002bc6a28040671017a1/2068905.JPG,2068905,CLOSED,009/B,118 Pleasant Glen Lane,Woodcreek,1856.0,2016,3,2,1,Attached,"$248,460","$249,405",0-.25 Acres,6,0.0,1.05,$0.00,Yes,1,1,36,36,9/23/2016,1.0,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2097778/0/60/45/4852497207f9637d2b27633c40a7e4f2/2/c481247ed959bd1a7ddd2a35c0dc5efd/2097778.JPG,2097778,CLOSED,015/B,117 Saddle River Road,Hollands Crossing,1659.0,1998,3,2,0,Detached,"$249,900","$249,900",0-.25 Acres,7,0.0,1.01,"$226,240.00",No,1,2,19,19,1/31/2017,1.0,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2093250/0/60/45/e250bcda5b511afcb1c8a782a345e9ba/2/fb12bc54c6cc4e6417bbd358182a35d1/2093250.JPG,2093250,CLOSED,009/B,683 Wickham Ridge Road,Pemberley,1925.0,2014,4,3,0,Attached,"$255,000","$250,000",0-.25 Acres,10,0.0,0.98,"$232,161.00",No,1,1,23,23,12/1/2016,0.98,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2100064/0/60/45/7f9afa42a6b5ce04cd0c271ac5c07ed8/2/aef1feebf3dc5979254edc67162bed4c/2100064.JPG,2100064,CLOSED,015/C,958 Ambergate Station,The Villages of Apex,1837.0,2012,3,3,1,Attached,"$245,000","$250,000",0-.25 Acres,6,0.0,0.875,"$211,610.00",No,1,0,7,7,12/30/2016,1.02,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2085086/0/60/45/4bfe61d04fac401ebd5fe145458c5e41/2/3455f50ff5cb1aa16f47b0b229fed506/2085086.JPG,2085086,CLOSED,015/B,202 Quisisana,Hollands Crossing,1750.0,1997,4,2,1,Detached,"$247,000","$250,000",0-.25 Acres,6,0.0,1.004,"$233,171.00",No,1,2,12,12,10/7/2016,1.01,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2089520/0/60/45/ea8a9b93a62f33ae03a5ed5d59ae7148/2/8e7a89696e31675b58de681f91f91c93/2089520.JPG,2089520,CLOSED,015/B,208 Kelly West Drive,Kelly West,1745.0,2000,4,2,1,Detached,"$255,000","$250,000",.26-.5 Acres,8,0.0,1.0045,"$261,581.00",No,1,2,3,3,10/10/2016,0.98,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2079592/0/60/45/0b70494958e9038fc75ea6d4653db131/2/3088147f9afc2814d2c0ec9abccd35f4/2079592.JPG,2079592,CLOSED,009/I,3004 Knottsberry,Sawyers Mill,2222.0,2002,4,2,1,Detached,"$259,000","$250,000",0-.25 Acres,13,0.0,0.007,"$239,591.00",No,1,2,89,89,12/1/2016,0.97,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2084365/0/60/45/74bb4571bd31a8bbb47c8076b8ccf509/2/d9b1ee5466c9616abcb5ec4cc3922efb/2084365.JPG,2084365,CLOSED,015/B,1909 KELLY GLEN Drive,Kelly Glen,1705.0,1996,3,2,1,Detached,"$249,900","$250,000",.26-.5 Acres,7,0.0,1.0045,"$209,343.00",No,1,1,2,2,10/3/2016,1.0,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2089743/0/60/45/9b3140e5165b55e8ede27969279ad4b6/2/dc0d76d0886b7343be6a709bdba9fe36/2089743.JPG,2089743,CLOSED,015/C,102 Beech Hollow Place,Salem Oaks,1449.0,1998,3,2,0,Detached,"$264,000","$250,550",0-.25 Acres,6,0.0,0.98,"$213,676.00",No,1,1,10,10,11/1/2016,0.95,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2103589/0/60/45/ff58bae4d3de60545b4a992442ce746e/2/a44d5459c787386606694ba2b74c82e6/2103589.JPG,2103589,CLOSED,010/A,2026 White Pond Court,Walden Townes,1887.0,2001,3,2,1,Attached,"$245,000","$251,000",0-.25 Acres,11,0.0,0.9805,"$213,253.00",No,1,1,2,2,2/16/2017,1.02,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2057212/0/60/45/508fd470b31295c75c4dca1254e46e88/2/15a2df7f254ad44c3ab7143df4263f43/2057212.JPG,2057212,CLOSED,015/B,740 S Salem Street,Not in a Subdivision,1278.0,1956,3,1,0,Detached,"$249,900","$251,900",1-2.9 Acres,5,0.0,0.07,"$284,319.00",No,0,0,50,50,9/22/2016,1.01,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2093997/0/60/45/27cc12340072ac183493eab7fb3401c2/2/0ad4d9a44136a721a8851ff6459fa74a/2093997.JPG,2093997,CLOSED,015/B,1002 Pepper Bush Court,Ashley Downs,1923.0,2002,4,2,1,Detached,"$267,000","$252,000",0-.25 Acres,7,0.0,1.0045,"$223,937.00",No,1,2,9,9,11/30/2016,0.94,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2096675/0/60/45/2b4ce3632323b0aafb81b133fa75454c/2/afd0f87c3edd2683fc575fe63d574da3/2096675.JPG,2096675,CLOSED,015/B,1208 TOWN SIDE Drive,Scotts Mill,1910.0,2004,4,2,1,Detached,"$259,900","$252,000",0-.25 Acres,8,0.0,0.98,"$229,055.00",No,1,0,23,23,12/8/2016,0.97,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2080277/0/60/45/b3904bebbabe5460024b8c257c381724/2/b574730d268120f7f156b0ed88b22a3e/2080277.JPG,2080277,CLOSED,009/B,101 Writing Rock Place,Woodcreek,1856.0,2016,3,2,1,Attached,"$252,361","$253,136",0-.25 Acres,6,0.0,1.05,$0.00,Yes,0,1,15,15,11/17/2016,1.0,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2078128/0/60/45/f779c8233934139cf8c44cb4702986e8/2/24cfdcbc6e5a4441550e5f8f0001822e/2078128.JPG,2078128,CLOSED,009/B,110 Pleasant Glen Lane,Woodcreek,1713.0,2016,3,2,1,Attached,"$256,575","$253,420",0-.25 Acres,6,0.0,1.05,$0.00,Yes,1,1,10,10,9/26/2016,0.99,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2093538/0/60/45/b5027c0ee26cbfd190c60ca242568828/2/29f2d5f38f63d4f5e0e668c21b4c8835/2093538.JPG,2093538,CLOSED,015/B,715 Midsummer Lane,Amherst,2071.0,1996,3,2,1,Detached,"$253,900","$254,900",0-.25 Acres,8,0.0,0.98,"$241,639.00",No,1,2,9,9,12/28/2016,1.0,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2080759/0/60/45/e8d1d5886620481e8d4ce36e992c11d3/2/51c9493f72908639e87e23522d7b8fbb/2080759.JPG,2080759,CLOSED,015/B,904 Brickstone Drive,Greenbrier,1690.0,2001,3,2,1,Detached,"$265,000","$255,000",0-.25 Acres,6,0.0,0.985,"$218,018.00",No,1,2,1,1,9/30/2016,0.96,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2096369/0/60/45/e3f387c33299968de0648bd82f9804e0/2/beb8dece75f9492f6b5e22261ef9e755/2096369.JPG,2096369,CLOSED,015/B,2106 Jerimouth Drive,Crocketts Ridge,1766.0,1999,3,2,1,Detached,"$249,900","$256,000",0-.25 Acres,7,0.0,0.9805,"$233,608.00",No,1,1,51,12,12/14/2016,1.02,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2078461/0/60/45/c777792ac1f8571c86f992b9530a185a/2/c72adab8c63ae03bb1d471c7e8ac8350/2078461.JPG,2078461,CLOSED,009/B,110 Writing Rock Place,Woodcreek,1856.0,2016,3,2,1,Attached,"$257,742","$256,750",0-.25 Acres,6,0.0,1.05,$0.00,Yes,1,1,54,54,1/4/2017,1.0,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2076576/0/60/45/7de524c48b4046900ca1de68be2781b2/2/72166d6c21619af1cc0429071d74b8ea/2076576.JPG,2076576,CLOSED,015/A,805 Teulon Way,Perry Farms,1583.0,1995,3,2,0,Detached,"$250,000","$257,000",0-.25 Acres,7,0.0,1.0,"$193,949.00",No,1,2,1,1,9/2/2016,1.03,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2099207/0/60/45/d86fa08ca5e3ea2ee529a68adebcfbb4/2/d7bfa25cf9ece2e16a2ed65b620dfda7/2099207.JPG,2099207,CLOSED,015/C,405 N Tunstall Avenue,The Villages of Apex,1948.0,2015,3,2,1,Attached,"$259,900","$257,500",0-.25 Acres,8,0.0,0.968,"$241,446.00",No,0,2,1,1,12/28/2016,0.99,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2098886/0/60/45/4c2e22fba32bb894d26d6dcc172bb60a/2/02ba566bc38f497c38fd4e50029f5ea2/2098886.JPG,2098886,CLOSED,015/A,304 Grand Helton Court,Perry Farms,2324.0,1993,3,2,1,Detached,"$255,900","$258,500",0-.25 Acres,10,327.0,1.0045,"$220,388.00",No,1,1,3,3,12/28/2016,1.01,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2085388/0/60/45/644607b40b437d580c61bbb08a13b711/2/1927f95e906859c9d0672b14b8945f5f/2085388.JPG,2085388,CLOSED,015/C,1203 Chimney Hill Drive,Shepherds Vineyard,1933.0,1987,3,2,1,Detached,"$259,000","$260,000",0-.25 Acres,7,0.0,1.0045,"$270,426.00",No,1,1,5,5,12/21/2016,1.0,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2089917/0/60/45/a1d7420414ec284aaa9c619b42ccb7b9/2/3e20e74f1e0992e4c3c441b7be1c43af/2089917.JPG,2089917,CLOSED,015/B,211 Chapel Valley Lane,Kelly West,1785.0,2001,3,2,1,Detached,"$264,900","$260,000",0-.25 Acres,10,0.0,1.0045,"$235,229.00",No,1,2,59,59,1/10/2017,0.98,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2100215/0/60/45/588bf49c907e592dc6ad3499dc269f20/2/794ed4e102b986fd0667b79d20af699d/2100215.JPG,2100215,CLOSED,015/B,409 Blushing Rose Way,Hollands Crossing,1674.0,1997,3,2,1,Detached,"$298,000","$260,000",0-.25 Acres,7,584.0,1.0045,"$230,838.00",No,1,1,35,35,2/7/2017,0.87,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2099404/0/60/45/3dc729fbde1c08eddf28dfd059c2da84/2/56779ca731be73e27a0976db1e54ea09/2099404.JPG,2099404,CLOSED,010/A,300 Silk Hope Drive,Park Village,1634.0,1993,3,2,1,Detached,"$249,900","$260,000",0-.25 Acres,7,0.0,0.9505,"$232,550.00",No,1,1,3,3,12/22/2016,1.04,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2091850/0/60/45/528354ff7e20a16a91f796514fab1863/2/51090bbdf75dc5d376b1c55802e9fab5/2091850.JPG,2091850,CLOSED,015/C,1205 Haywards Heath Lane,The Glen,2499.0,2008,3,3,1,Attached,"$245,000","$260,000",0-.25 Acres,8,0.0,0.98,"$220,217.00",No,0,1,2,2,11/15/2016,1.06,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2078082/0/60/45/75b6bcd74eea336451b3096b3cd989ea/2/2875d6327cc19ef2b1d181c59ad0d006/2078082.JPG,2078082,CLOSED,009/B,100 Castien Cove Place,Woodcreek,1856.0,2016,2,2,1,Attached,"$264,499","$260,000",0-.25 Acres,5,0.0,1.03,$0.00,Yes,1,1,114,114,11/28/2016,0.98,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2077904/0/60/45/3a25b5596b31fe7825acf43ee3a6e26b/2/bbd1958db33dfb1aff1804be91bef66e/2077904.JPG,2077904,CLOSED,015/B,305 Skinny Pine Court,Scotts Mill,1605.0,1999,3,2,1,Detached,"$263,000","$260,000",0-.25 Acres,7,361.0,0.98,"$259,194.00",No,1,0,16,16,8/29/2016,0.99,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2094135/0/60/45/bfc23996adcfa764bc66d8a312a064ea/2/b67f1952379b521fd43fe550f9d35815/2094135.JPG,2094135,CLOSED,015/B,5017 Sunny Creek Lane,Creekside Commons,1692.0,2007,3,2,1,Detached,"$262,500","$260,000",0-.25 Acres,7,0.0,0.9805,"$204,973.00",No,1,2,14,14,11/29/2016,0.99,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2069537/0/60/45/82684d54b076302d8acb19ac3283e9e7/2/abb4bb3f4d585bf718cdaddc4c479809/2069537.JPG,2069537,CLOSED,009/B,101 Bally Shannon Way,Scots Laurel,2594.0,2006,3,2,1,Detached,"$280,000","$260,000",0-.25 Acres,11,0.0,1.0,"$258,685.00",No,1,2,132,132,10/26/2016,0.93,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2045789/0/60/45/0febeefb202043e5713817e2d17c81cf/2/f1e72803576d867bec697c1da0f48d21/2045789.JPG,2045789,CLOSED,015/B,455 Village Commons Lane,Scotts Mill,1745.0,2016,3,3,1,Attached,"$248,574","$260,000",0-.25 Acres,8,0.0,1.004,$0.00,Yes,0,1,18,18,9/9/2016,1.05,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2082594/0/60/45/b75f7198c5e0db392489d919a33b969c/2/043876cc34b75262b3b0e6bacfb3cba2/2082594.JPG,2082594,CLOSED,009/B,108 Castien Cove Place,Woodcreek,1856.0,2016,3,2,1,Attached,"$273,953","$261,000",0-.25 Acres,6,0.0,1.05,$0.00,Yes,1,1,10,10,10/28/2016,0.95,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2051337/0/60/45/9bc8a8105ed4baf78e47e01d858f67d5/2/b2648f2f9448de46fd2b6df1e3c76fa7/2051337.JPG,2051337,CLOSED,015/B,2105 Whitesmith Drive,Hempstead at Beaver Creek,2394.0,2016,3,2,2,Attached,"$260,565","$261,545",0-.25 Acres,6,0.0,1.0045,$0.00,Yes,0,2,5,5,9/28/2016,1.0,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2085375/0/60/45/1dd055e8f463ed68ad7f2191b8df0941/2/565929e8e0ae309cdfab62be74022cef/2085375.JPG,2085375,CLOSED,015/B,205 Grassy Point Road,Hollands Crossing,2089.0,2000,4,2,1,Detached,"$269,900","$262,000",0-.25 Acres,9,0.0,0.98,"$245,268.00",No,1,2,29,29,10/28/2016,0.97,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2087998/0/60/45/b44ea50a0cba684fdf1fbc683ccd38b2/2/cc83acef863d3567dcad41cb4ba129fe/2087998.JPG,2087998,CLOSED,015/B,205 Country Valley Court,Scotts Mill,1752.0,2001,3,2,1,Detached,"$250,000","$262,000",0-.25 Acres,6,0.0,0.98,"$267,739.00",No,1,1,2,2,9/30/2016,1.05,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2106293/0/60/45/5556d7f039916e048c89681abae4f1c5/2/28dbeab1a98cf86e20aacccf698d1ca2/2106293.JPG,2106293,CLOSED,015/C,1204 Haywards Heath Lane,Haddon Hall,2425.0,2009,3,3,0,Attached,"$260,000","$262,000",0-.25 Acres,9,0.0,0.989,"$218,832.00",No,0,1,2,2,2/24/2017,1.01,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2082409/0/60/45/380b3f96ff23844c79b9df5bf6552e9c/2/67225815cf19a921e9e206c0231d0473/2082409.JPG,2082409,CLOSED,009/B,109 Writing Rock Place,Woodcreek,1856.0,2016,3,2,1,Attached,"$262,385","$262,250",0-.25 Acres,6,0.0,1.03,$0.00,Yes,0,1,94,94,2/24/2017,1.0,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2082715/0/60/45/6858b5cec6e3a9885dcb36534d7ad3fe/2/be750a07d423967fd3123c26c09bfd09/2082715.JPG,2082715,CLOSED,015/B,2104 Jerimouth Drive,Crocketts Ridge,1945.0,1999,3,2,1,Detached,"$269,000","$265,000",0-.25 Acres,8,0.0,0.9805,"$239,476.00",No,1,1,33,33,10/6/2016,0.99,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2085325/0/60/45/866bc29524763444e71ae9f17ef7fae5/2/560f16078ed0c82ddd6781137e730a61/2085325.JPG,2085325,CLOSED,015/B,310 Skinny Pine Court,Scotts Mill,1503.0,1998,3,2,1,Detached,"$259,900","$265,000",.26-.5 Acres,7,1503.0,0.98,"$244,651.00",No,1,1,4,4,9/16/2016,1.02,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2078295/0/60/45/3d8613db22f8b21e882748f38ad9b673/2/74ef3e063e8d7cc75104bc68ad41d4f0/2078295.JPG,2078295,CLOSED,015/A,1020 Irongate Drive,Iron Gate,2302.0,2008,3,3,0,Detached,"$275,000","$265,000",.26-.5 Acres,9,350.0,0.6145,"$182,166.00",No,1,0,7,7,9/28/2016,0.96,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2054874/0/60/45/a3026927ef0c127247311c329b75db21/2/a820c791dbc8c3c9b94d68a61c4d68b0/2054874.JPG,2054874,CLOSED,015/B,2103 Whitesmith Drive,Hempstead at Beaver Creek,1741.0,2016,3,2,2,Attached,"$265,895","$265,895",0-.25 Acres,6,0.0,1.0045,$0.00,Yes,0,2,11,11,9/27/2016,1.0,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2086477/0/60/45/0260e61956adc6f738d60493195f549d/2/63d50ce48dac06754f3ddb37537fe2a1/2086477.JPG,2086477,CLOSED,015/C,2103 Cannonford Court,Waterford Green,1873.0,1996,4,2,1,Detached,"$267,500","$267,500",0-.25 Acres,8,579.0,0.99,"$245,745.00",No,1,1,4,4,9/30/2016,1.0,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2069421/0/60/45/561124e34c8284d3abccd5c9e1f051c9/2/a12346827c34a0d7d5d115c7a9a81edc/2069421.JPG,2069421,CLOSED,015/C,505 Gablefield Lane,Hunter Valley,1928.0,1993,3,2,1,Detached,"$269,900","$267,500",.26-.5 Acres,9,0.0,1.0045,"$248,520.00",No,1,2,55,55,9/30/2016,0.99,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2080155/0/60/45/c9f7173e91b224d1b907098126a19d23/2/9172cd7ea93a7f8974b8a75578e2eb51/2080155.JPG,2080155,CLOSED,015/B,302 Pine Nut Lane,Scotts Mill,1689.0,1999,3,2,1,Detached,"$275,000","$268,000",0-.25 Acres,6,0.0,0.98,"$235,101.00",No,1,1,51,11,9/19/2016,0.97,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2094633/0/60/45/fda0dc3c3875d67bdba8479b455cd052/2/ffd6f682742abc9c4025d2e96b181c50/2094633.JPG,2094633,CLOSED,015/B,319 Pine Nut Lane,Scotts Mill,1617.0,2001,3,2,1,Detached,"$268,000","$268,000",0-.25 Acres,7,0.0,0.9805,"$228,377.00",No,1,1,3,3,11/29/2016,1.0,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2086772/0/60/45/cb5fa796f043c522c27c28fee568d7fb/2/5353dbcc5d70b1f3e1802bdf42573215/2086772.JPG,2086772,CLOSED,015/C,212 Abbey Oak Lane,Salem Oaks,1580.0,1998,3,2,1,Detached,"$250,000","$269,000",0-.25 Acres,6,0.0,0.9805,"$218,590.00",No,1,1,3,3,10/4/2016,1.08,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2066378/0/60/45/e35fab0412d5ee86b4737ae869182425/2/eddd9ae44638092df617fbe9201d44bd/2066378.JPG,2066378,CLOSED,015/C,955 Branch Line Lane,The Villages of Apex,2025.0,2010,3,3,1,Detached,"$269,900","$269,900",0-.25 Acres,7,0.0,1.0045,"$234,534.00",No,0,1,131,78,8/30/2016,1.0,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2092598/0/60/45/fd0486984727cf53ea08de7d4728375e/2/581233d38af12dde1f900ef677e9c615/2092598.JPG,2092598,CLOSED,015/B,508 Brickstone Drive,Greenbrier,1793.0,2000,3,2,0,Detached,"$269,900","$269,900",0-.25 Acres,7,0.0,1.0045,"$224,440.00",No,1,2,12,12,11/21/2016,1.0,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2076032/0/60/45/d15b9758b600bc92e3f6eb842e74c1a3/2/463d70afa8e50a85cafa31943c8efb59/2076032.JPG,2076032,CLOSED,009/I,5033 Homeplace Drive,West Lake,2424.0,2007,3,2,1,Attached,"$289,000","$270,000",.51-.75 Acres,8,193.0,0.9845,"$272,240.00",No,1,2,38,38,10/3/2016,0.93,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2092528/0/60/45/f064cda809f24a3a2710b609769aa8b5/2/5a749bbe21be82ac228cff02a23ba7d2/2092528.JPG,2092528,CLOSED,015/C,107 N Tunstall Avenue,Not in a Subdivision,1420.0,1930,3,2,0,Detached,"$289,000","$270,000",.26-.5 Acres,6,0.0,0.9805,"$220,335.00",No,2,0,12,12,2/1/2017,0.93,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2070571/0/60/45/42b48e3ec1a325cc5286954054e5dbe4/2/cf33ff155b5c77c28963d90f2b1e18d5/2070571.JPG,2070571,CLOSED,015/C,1005 Bray Court,Buckingham,2318.0,1996,4,2,1,Detached,"$275,000","$271,000",.26-.5 Acres,7,588.0,1.0045,"$235,743.00",No,1,0,27,27,9/8/2016,0.99,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2096321/0/60/45/e357a46293ac23490b3c947c75da92b3/2/4d7f5f89e10daa59298464533a2061f2/2096321.JPG,2096321,CLOSED,010/A,1904 Shell Point Way,Charleston Village,1521.0,1996,3,2,0,Detached,"$260,000","$271,000",.26-.5 Acres,6,0.0,0.9805,"$222,392.00",No,1,2,0,0,12/22/2016,1.04,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2083575/0/60/45/50f439e4be46ebea9357aa4a683ecfd8/2/a74a332d948fcf93a24fd9ea4d5321db/2083575.JPG,2083575,CLOSED,015/B,610 Kinship Lane,Hollands Crossing,1808.0,2001,4,2,0,Detached,"$269,900","$272,000",0-.25 Acres,7,0.0,0.9805,"$235,017.00",No,1,2,6,6,9/29/2016,1.01,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2095406/0/60/45/9798f97cf83d4eca84c37005db4d4a8c/2/36761bb7cf86e7327c7f72f55c027133/2095406.JPG,2095406,CLOSED,009/B,3901 Inkberry Court,Holly Brook,2406.0,1988,4,2,1,Detached,"$285,000","$273,000",0-.25 Acres,8,0.0,0.9505,"$255,216.00",No,1,2,24,24,1/4/2017,0.96,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2085344/0/60/45/a233a22811a5f8a29d934e6b457e6176/2/68e3d1b2aa87f96b74417abf8bb41701/2085344.JPG,2085344,CLOSED,015/C,548 Old Mill Village Drive,Old Mill Village,2085.0,2008,3,3,1,Attached,"$274,000","$274,000",0-.25 Acres,6,555.0,1.0045,"$218,337.00",No,1,2,3,3,10/14/2016,1.0,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2074108/0/60/45/b8ca9c9e3341dd7ba69861d3b155777a/2/7c666ee415e6a01be42e4b0e075bff78/2074108.JPG,2074108,CLOSED,015/C,305 Satinwood Drive,Surrey Meadows,1920.0,1996,4,2,1,Detached,"$279,900","$274,500",.26-.5 Acres,7,0.0,1.15,"$255,699.00",No,1,2,86,86,10/26/2016,0.98,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2088860/0/60/45/d0e42e6abd661489c78895d7fbf39845/2/7c4445c26144b39c2ec67a539e98379b/2088860.JPG,2088860,CLOSED,009/I,4024 Westwood Lane,Sturbridge Village,2075.0,1977,3,2,0,Detached,"$274,900","$274,900",.76-.99 Acres,9,0.0,0.7,"$281,712.00",No,1,2,5,5,10/26/2016,1.0,NA,Apex,NC
http://cdnparap120.paragonrels.com/ParagonImages/Property/p12/TRIANGLE/2100618/0/60/45/91c7868a644ad14cc6088f834456f8d6/2/4dd4a6d07f807ab17166f385a9c59c01/2100618.JPG,2100618,CLOSED,015/C,403 N Tunstall Avenue,The Villages of Apex,2049.0,2014,4,3,1,Attached,"$275,000","$275,000",0-.25 Acres,6,0.0,0.97,"$242,848.00",No,0,2,0,0,1/18/2017,1.0,NA,Apex,NC
